offset_std,nearest_mean,nearest_std,gaussian_mean,gaussian_std,feature_mean,feature_std,nearest_acc_mean,true_knn_mean,gaussian_w_mean,feature_w_mean
0.0,9.891032361984253,8.803746708997451,397.1184611002604,241.01773599969073,0.0024237737098397735,0.0024719532130359954,0.7506510416666666,1.0,0.02241085494558011,0.6704036116600036
0.001,2344.8595438639322,1574.836400849318,2402.539410400391,1372.367293337723,502.09681663513186,309.90408960715024,0.32369791666666664,0.926953125,0.02238266443212822,0.6249931295712788
0.002,8144.0850830078125,5203.410618159928,7897.013891601562,4794.998566527454,3005.2059916178387,1813.0312008624712,0.224609375,0.8807291666666667,0.02231831774115559,0.6075923562049865
0.005,38690.256510416664,23555.281453711566,37453.66637369792,22628.445735697853,22797.487947591148,14451.044873888697,0.103125,0.7686197916666667,0.022051827237009946,0.5768548448880514
0.01,98690.52421875,58392.62468816978,97672.16087239583,57212.60699698453,70650.25247395833,45305.81066845557,0.05078125,0.6395833333333333,0.021518180146813348,0.5541239221890767
